cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
35.987.640/0001-11;Araújo e Filhos;950277;2025-02-10;184562;O prazer de avançar direto da fonte;8;712.11;561.81
35.987.640/0001-11;Araújo e Filhos;116399;2025-03-20;735408;O poder de concretizar seus projetos simplesmente;3;277.85;166.62
35.987.640/0001-11;Araújo e Filhos;116399;2025-03-20;552856;A arte de concretizar seus projetos naturalmente;8;995.12;833.71
35.987.640/0001-11;Araújo e Filhos;116399;2025-03-20;737093;O prazer de ganhar naturalmente;6;613.25;353.66
35.987.640/0001-11;Araújo e Filhos;116399;2025-03-20;727344;A liberdade de inovar antes de tudo;8;546.67;356.86
35.987.640/0001-11;Araújo e Filhos;234906;2024-12-13;875178;O prazer de avançar mais rapidamente;3;634.47;368.98
35.987.640/0001-11;Araújo e Filhos;234906;2024-12-13;617135;O poder de avançar com confiança;6;377.36;244.4
35.987.640/0001-11;Araújo e Filhos;234906;2024-12-13;901279;O conforto de realizar seus sonhos de maneira eficaz;9;798.64;786.08
35.987.640/0001-11;Araújo e Filhos;234906;2024-12-13;839516;A liberdade de avançar naturalmente;5;724.8;497.98
35.987.640/0001-11;Araújo e Filhos;772554;2025-01-21;472719;A segurança de inovar com força total;2;329.02;118.28
35.987.640/0001-11;Araújo e Filhos;772554;2025-01-21;440959;A arte de avançar com força total;2;840.82;193.1
35.987.640/0001-11;Araújo e Filhos;484340;2025-02-20;466034;O conforto de concretizar seus projetos simplesmente;4;763.76;692.69
35.987.640/0001-11;Araújo e Filhos;484340;2025-02-20;122813;A arte de realizar seus sonhos antes de tudo;3;855.04;315.3
35.987.640/0001-11;Araújo e Filhos;484340;2025-02-20;960093;A certeza de mudar naturalmente;9;207.53;242.52
35.987.640/0001-11;Araújo e Filhos;953080;2025-04-27;364615;A vantagem de inovar de maneira eficaz;2;263.46;28.06
35.987.640/0001-11;Araújo e Filhos;953080;2025-04-27;219186;A certeza de inovar antes de tudo;7;187.62;179.79
35.987.640/0001-11;Araújo e Filhos;502162;2025-01-21;352492;O conforto de evoluir com força total;1;754.35;129.99
35.987.640/0001-11;Araújo e Filhos;502162;2025-01-21;471871;O prazer de evoluir com confiança;6;219.32;200.52
35.987.640/0001-11;Araújo e Filhos;502162;2025-01-21;461959;O prazer de realizar seus sonhos simplesmente;8;88.59;159.46
35.987.640/0001-11;Araújo e Filhos;502162;2025-01-21;609867;O poder de concretizar seus projetos antes de tudo;6;368.39;445.4
35.987.640/0001-11;Araújo e Filhos;445735;2024-12-14;287010;A certeza de ganhar com força total;1;295.31;54.51
35.987.640/0001-11;Araújo e Filhos;445735;2024-12-14;825513;A segurança de evoluir mais facilmente;2;72.26;7.55
35.987.640/0001-11;Araújo e Filhos;445735;2024-12-14;280547;A liberdade de avançar com toda a tranquilidade;2;413.11;94.97
35.987.640/0001-11;Araújo e Filhos;215735;2025-02-08;155811;O direito de concretizar seus projetos naturalmente;6;683.35;959.12
35.987.640/0001-11;Araújo e Filhos;304413;2025-01-06;427526;A possibilidade de avançar antes de tudo;10;730.72;585.91
35.987.640/0001-11;Araújo e Filhos;304413;2025-01-06;227948;O prazer de inovar direto da fonte;8;264.35;166.71
35.987.640/0001-11;Araújo e Filhos;304413;2025-01-06;615204;A possibilidade de inovar de maneira eficaz;3;631.98;418.69
35.987.640/0001-11;Araújo e Filhos;304413;2025-01-06;804798;O poder de conseguir de maneira eficaz;2;804.53;390.91
35.987.640/0001-11;Araújo e Filhos;439445;2024-12-23;573761;A simplicidade de evoluir com toda a tranquilidade;7;64.47;93.11
35.987.640/0001-11;Araújo e Filhos;222370;2025-01-09;136444;O prazer de conseguir sem preocupação;9;462.4;685.18
35.987.640/0001-11;Araújo e Filhos;302636;2025-04-08;341829;O conforto de evoluir naturalmente;10;803.18;897.63
35.987.640/0001-11;Araújo e Filhos;302636;2025-04-08;335363;A possibilidade de realizar seus sonhos direto da fonte;3;588.05;126.01
35.987.640/0001-11;Araújo e Filhos;396231;2025-04-19;431709;O prazer de atingir seus objetivos com confiança;1;773.62;172.95
35.987.640/0001-11;Araújo e Filhos;396231;2025-04-19;343567;O poder de conseguir sem preocupação;9;264.87;577.94
35.987.640/0001-11;Araújo e Filhos;643963;2025-05-11;370229;A arte de atingir seus objetivos com força total;8;773.09;844.78
35.987.640/0001-11;Araújo e Filhos;643963;2025-05-11;732976;A liberdade de atingir seus objetivos com toda a tranquilidade;3;891.04;317.09
35.987.640/0001-11;Araújo e Filhos;643963;2025-05-11;808025;O poder de conseguir antes de tudo;4;535.42;370.92
35.987.640/0001-11;Araújo e Filhos;643963;2025-05-11;389574;A vantagem de concretizar seus projetos com confiança;5;550.55;646.8
35.987.640/0001-11;Araújo e Filhos;643963;2025-05-11;596191;O prazer de atingir seus objetivos mais rapidamente;10;933.18;1991.67
35.987.640/0001-11;Araújo e Filhos;355779;2024-12-31;640740;A vantagem de atingir seus objetivos em estado puro;6;176.46;248.74
35.987.640/0001-11;Araújo e Filhos;563642;2024-11-29;843928;A certeza de ganhar simplesmente;1;968.42;192.49
35.987.640/0001-11;Araújo e Filhos;284427;2025-01-17;759597;O prazer de realizar seus sonhos direto da fonte;10;775.97;1593.39
35.987.640/0001-11;Araújo e Filhos;284427;2025-01-17;759537;A possibilidade de realizar seus sonhos simplesmente;5;680.07;635.01
35.987.640/0001-11;Araújo e Filhos;284427;2025-01-17;658332;A arte de evoluir simplesmente;7;481.38;591.68
35.987.640/0001-11;Araújo e Filhos;284427;2025-01-17;720674;O conforto de inovar simplesmente;1;844.39;148.45
35.987.640/0001-11;Araújo e Filhos;584615;2024-12-17;366845;A liberdade de avançar mais facilmente;10;485.1;390.09
35.987.640/0001-11;Araújo e Filhos;584615;2024-12-17;109841;O direito de concretizar seus projetos direto da fonte;7;536.94;793.72
35.987.640/0001-11;Araújo e Filhos;584615;2024-12-17;456046;A liberdade de ganhar mais facilmente;4;623.96;555.08
35.987.640/0001-11;Araújo e Filhos;584615;2024-12-17;817148;O prazer de concretizar seus projetos sem preocupação;4;214.87;76.33
35.987.640/0001-11;Araújo e Filhos;584615;2024-12-17;647130;A certeza de conseguir antes de tudo;8;212.42;161.02
35.987.640/0001-11;Araújo e Filhos;530912;2025-02-20;614677;A certeza de concretizar seus projetos sem preocupação;4;162.63;157.88
35.987.640/0001-11;Araújo e Filhos;914505;2024-11-21;412940;A arte de inovar mais rapidamente;6;389.06;543.71
35.987.640/0001-11;Araújo e Filhos;914505;2024-11-21;833214;A vantagem de realizar seus sonhos naturalmente;9;748.16;1253.52
35.987.640/0001-11;Araújo e Filhos;914505;2024-11-21;338413;A vantagem de realizar seus sonhos com confiança;4;851.71;315.0
35.987.640/0001-11;Araújo e Filhos;914505;2024-11-21;412211;O direito de mudar antes de tudo;8;651.88;735.37
35.987.640/0001-11;Araújo e Filhos;289997;2025-03-11;623976;A possibilidade de evoluir de maneira eficaz;1;213.51;46.27
35.987.640/0001-11;Araújo e Filhos;289997;2025-03-11;341049;O prazer de ganhar com confiança;1;794.94;56.43
35.987.640/0001-11;Araújo e Filhos;289997;2025-03-11;624783;A possibilidade de evoluir de maneira eficaz;10;277.72;341.56
35.987.640/0001-11;Araújo e Filhos;289997;2025-03-11;491430;O direito de concretizar seus projetos em estado puro;10;258.98;149.85
35.987.640/0001-11;Araújo e Filhos;289997;2025-03-11;420092;A arte de ganhar com toda a tranquilidade;6;973.54;606.48
35.987.640/0001-11;Araújo e Filhos;650266;2025-01-28;845624;A arte de conseguir direto da fonte;1;493.55;60.48
35.987.640/0001-11;Araújo e Filhos;650266;2025-01-28;751375;O prazer de ganhar mais rapidamente;4;837.21;805.07
35.987.640/0001-11;Araújo e Filhos;650266;2025-01-28;101031;A certeza de inovar com confiança;4;750.42;182.99
35.987.640/0001-11;Araújo e Filhos;755977;2025-04-28;853496;A arte de avançar com força total;4;825.16;498.69
35.987.640/0001-11;Araújo e Filhos;755977;2025-04-28;616568;A arte de inovar direto da fonte;10;827.55;882.91
35.987.640/0001-11;Araújo e Filhos;755977;2025-04-28;244070;O conforto de avançar com toda a tranquilidade;2;448.18;112.43
35.987.640/0001-11;Araújo e Filhos;410504;2025-03-02;751154;A liberdade de ganhar mais facilmente;6;892.45;710.6
35.987.640/0001-11;Araújo e Filhos;410504;2025-03-02;531202;A liberdade de atingir seus objetivos em estado puro;9;504.04;630.96
35.987.640/0001-11;Araújo e Filhos;746847;2025-01-23;679051;A arte de inovar mais facilmente;8;814.58;1157.92
35.987.640/0001-11;Araújo e Filhos;746847;2025-01-23;118405;A arte de concretizar seus projetos simplesmente;4;853.48;335.5
35.987.640/0001-11;Araújo e Filhos;746847;2025-01-23;660324;O conforto de evoluir mais rapidamente;2;900.15;407.43
42.359.687/0001-04;Farias;313797;2025-01-10;857664;A possibilidade de realizar seus sonhos com confiança;8;425.74;652.21
42.359.687/0001-04;Farias;536515;2025-05-04;689256;A liberdade de ganhar com força total;1;846.87;89.34
42.359.687/0001-04;Farias;536515;2025-05-04;924170;A vantagem de atingir seus objetivos mais facilmente;5;550.62;255.61
42.359.687/0001-04;Farias;798879;2024-12-15;272469;A vantagem de evoluir com confiança;6;305.71;406.79
42.359.687/0001-04;Farias;870836;2025-02-06;841569;O poder de ganhar direto da fonte;1;968.52;230.8
42.359.687/0001-04;Farias;870836;2025-02-06;540977;O direito de inovar com confiança;4;546.64;318.09
42.359.687/0001-04;Farias;924172;2025-04-15;643111;A simplicidade de realizar seus sonhos simplesmente;4;330.89;70.52
42.359.687/0001-04;Farias;559479;2025-01-13;973574;A simplicidade de ganhar direto da fonte;2;548.73;68.19
42.359.687/0001-04;Farias;559479;2025-01-13;779464;O direito de inovar naturalmente;8;174.04;285.44
42.359.687/0001-04;Farias;559479;2025-01-13;377553;O conforto de mudar com força total;7;854.26;649.72
42.359.687/0001-04;Farias;559479;2025-01-13;660938;A certeza de conseguir direto da fonte;1;365.2;60.36
42.359.687/0001-04;Farias;309777;2025-02-15;353823;A possibilidade de avançar com confiança;9;484.38;824.41
42.359.687/0001-04;Farias;662702;2025-04-27;105168;A certeza de avançar mais facilmente;5;603.32;165.39
42.359.687/0001-04;Farias;662702;2025-04-27;134914;O direito de realizar seus sonhos mais facilmente;6;857.57;792.06
42.359.687/0001-04;Farias;662702;2025-04-27;784532;O prazer de mudar sem preocupação;7;293.59;224.83
42.359.687/0001-04;Farias;662702;2025-04-27;166201;A segurança de atingir seus objetivos de maneira eficaz;10;637.82;366.31
42.359.687/0001-04;Farias;662702;2025-04-27;978474;A possibilidade de ganhar simplesmente;3;515.52;144.5
42.359.687/0001-04;Farias;467105;2025-01-27;354392;A arte de mudar de maneira eficaz;10;52.78;106.04
42.359.687/0001-04;Farias;467105;2025-01-27;996978;O prazer de ganhar mais facilmente;2;881.57;307.07
42.359.687/0001-04;Farias;420001;2024-12-10;320733;A certeza de concretizar seus projetos com confiança;5;156.55;141.34
42.359.687/0001-04;Farias;420001;2024-12-10;932190;O direito de concretizar seus projetos com força total;10;650.56;497.03
42.359.687/0001-04;Farias;420001;2024-12-10;187410;O prazer de conseguir com toda a tranquilidade;6;707.12;946.69
42.359.687/0001-04;Farias;420001;2024-12-10;728989;O conforto de realizar seus sonhos com confiança;8;886.8;1491.28
42.359.687/0001-04;Farias;420001;2024-12-10;734600;O prazer de inovar simplesmente;4;117.25;59.5
42.359.687/0001-04;Farias;669503;2025-01-11;675862;A segurança de mudar naturalmente;8;270.7;374.85
42.359.687/0001-04;Farias;669503;2025-01-11;558213;O prazer de avançar sem preocupação;2;858.49;87.08
42.359.687/0001-04;Farias;669503;2025-01-11;106183;A liberdade de realizar seus sonhos com força total;2;546.55;180.57
42.359.687/0001-04;Farias;669503;2025-01-11;155257;O conforto de inovar naturalmente;6;447.77;236.51
42.359.687/0001-04;Farias;604434;2024-11-14;549248;A simplicidade de atingir seus objetivos mais facilmente;8;318.82;506.91
42.359.687/0001-04;Farias;604434;2024-11-14;431449;A possibilidade de ganhar mais rapidamente;4;445.24;368.22
42.359.687/0001-04;Farias;604434;2024-11-14;583627;O poder de concretizar seus projetos de maneira eficaz;7;76.04;32.56
42.359.687/0001-04;Farias;604434;2024-11-14;348479;A arte de inovar com confiança;1;600.46;92.59
42.359.687/0001-04;Farias;604434;2024-11-14;156382;A arte de avançar antes de tudo;5;396.69;131.89
42.359.687/0001-04;Farias;719201;2024-12-30;907469;A vantagem de ganhar mais facilmente;9;895.72;1333.49
42.359.687/0001-04;Farias;719201;2024-12-30;474987;A arte de realizar seus sonhos antes de tudo;6;973.64;849.39
42.359.687/0001-04;Farias;719201;2024-12-30;152057;A liberdade de concretizar seus projetos com confiança;1;144.37;12.4
42.359.687/0001-04;Farias;719201;2024-12-30;885213;A liberdade de evoluir mais facilmente;4;107.3;104.96
42.359.687/0001-04;Farias;183226;2024-11-26;887655;A segurança de inovar simplesmente;4;759.55;214.57
42.359.687/0001-04;Farias;183226;2024-11-26;748832;A simplicidade de conseguir antes de tudo;7;360.2;465.61
42.359.687/0001-04;Farias;183226;2024-11-26;160887;A possibilidade de atingir seus objetivos em estado puro;2;168.29;79.04
42.359.687/0001-04;Farias;786916;2025-02-13;881665;A segurança de mudar com toda a tranquilidade;7;280.83;361.72
42.359.687/0001-04;Farias;786916;2025-02-13;141390;A segurança de ganhar com toda a tranquilidade;7;940.88;1565.35
42.359.687/0001-04;Farias;786916;2025-02-13;291912;A arte de atingir seus objetivos naturalmente;4;289.96;120.1
42.359.687/0001-04;Farias;926018;2025-04-07;969876;O poder de ganhar mais facilmente;7;620.88;280.5
42.359.687/0001-04;Farias;926018;2025-04-07;387539;O direito de ganhar em estado puro;9;559.54;791.87
42.359.687/0001-04;Farias;926018;2025-04-07;267021;O prazer de atingir seus objetivos mais rapidamente;4;496.17;262.69
42.359.687/0001-04;Farias;457608;2025-02-05;627728;A possibilidade de inovar antes de tudo;8;80.36;143.53
42.359.687/0001-04;Farias;457608;2025-02-05;901978;O prazer de ganhar direto da fonte;9;664.2;412.0
42.359.687/0001-04;Farias;457608;2025-02-05;768341;A certeza de concretizar seus projetos com força total;1;761.37;51.84
42.359.687/0001-04;Farias;457608;2025-02-05;420573;O conforto de concretizar seus projetos antes de tudo;4;342.09;105.27
42.359.687/0001-04;Farias;457608;2025-02-05;922509;A segurança de ganhar com força total;5;251.77;215.91
42.359.687/0001-04;Farias;925738;2025-02-06;249064;A liberdade de conseguir mais rapidamente;8;224.63;90.7
42.359.687/0001-04;Farias;925738;2025-02-06;590323;A arte de realizar seus sonhos com confiança;1;945.23;147.35
42.359.687/0001-04;Farias;925738;2025-02-06;392285;A segurança de evoluir com força total;2;348.87;131.14
42.359.687/0001-04;Farias;925738;2025-02-06;144445;A segurança de evoluir mais rapidamente;7;374.11;157.59
42.359.687/0001-04;Farias;925738;2025-02-06;636652;A liberdade de ganhar antes de tudo;4;418.58;313.85
42.359.687/0001-04;Farias;153215;2025-01-27;453141;A vantagem de evoluir direto da fonte;5;404.3;358.95
42.359.687/0001-04;Farias;781849;2025-02-09;547037;A arte de concretizar seus projetos mais rapidamente;9;942.36;994.95
42.359.687/0001-04;Farias;781849;2025-02-09;586832;A possibilidade de ganhar naturalmente;2;833.37;130.49
42.359.687/0001-04;Farias;781849;2025-02-09;909684;A liberdade de inovar simplesmente;5;693.78;601.83
42.359.687/0001-04;Farias;781849;2025-02-09;493175;A segurança de evoluir sem preocupação;5;843.1;968.71
42.359.687/0001-04;Farias;433685;2025-02-22;123700;A possibilidade de avançar com toda a tranquilidade;3;825.64;572.98
42.359.687/0001-04;Farias;433685;2025-02-22;917011;O direito de mudar com força total;1;457.95;63.4
42.359.687/0001-04;Farias;433685;2025-02-22;983460;O direito de mudar mais rapidamente;9;148.26;264.77
42.359.687/0001-04;Farias;433685;2025-02-22;151745;O prazer de concretizar seus projetos mais facilmente;4;342.13;189.63
42.359.687/0001-04;Farias;433685;2025-02-22;680219;O prazer de ganhar direto da fonte;6;511.15;752.8
42.359.687/0001-04;Farias;940695;2025-01-20;688479;A possibilidade de realizar seus sonhos com toda a tranquilidade;3;532.87;353.12
42.359.687/0001-04;Farias;433641;2025-05-06;588289;O conforto de evoluir antes de tudo;6;963.55;1338.73
42.359.687/0001-04;Farias;433641;2025-05-06;862247;O prazer de mudar mais facilmente;7;956.47;669.33
42.359.687/0001-04;Farias;433641;2025-05-06;339631;O direito de conseguir antes de tudo;10;281.18;146.56
42.359.687/0001-04;Farias;433641;2025-05-06;628610;O direito de realizar seus sonhos mais facilmente;4;110.81;87.54
42.359.687/0001-04;Farias;433641;2025-05-06;630472;O prazer de inovar naturalmente;4;840.55;322.13
42.359.687/0001-04;Farias;634644;2025-04-02;607118;A possibilidade de atingir seus objetivos naturalmente;2;383.72;126.93
42.359.687/0001-04;Farias;634644;2025-04-02;665111;O conforto de ganhar direto da fonte;5;211.0;93.34
42.359.687/0001-04;Farias;634644;2025-04-02;573225;O direito de concretizar seus projetos direto da fonte;8;399.83;732.41
42.359.687/0001-04;Farias;916067;2025-02-22;761384;O conforto de realizar seus sonhos direto da fonte;3;814.41;231.22
42.359.687/0001-04;Farias;916067;2025-02-22;857380;O conforto de atingir seus objetivos em estado puro;4;221.96;176.97
42.359.687/0001-04;Farias;722295;2025-05-09;109634;O prazer de realizar seus sonhos mais facilmente;10;949.18;2093.28
42.359.687/0001-04;Farias;722295;2025-05-09;288031;O conforto de evoluir antes de tudo;3;986.85;218.16
42.359.687/0001-04;Farias;722295;2025-05-09;124668;A arte de realizar seus sonhos com toda a tranquilidade;2;740.51;216.57
42.359.687/0001-04;Farias;722295;2025-05-09;953441;A certeza de mudar direto da fonte;3;878.59;135.55
42.359.687/0001-04;Farias;722295;2025-05-09;868083;O conforto de inovar com força total;7;329.31;258.95
42.359.687/0001-04;Farias;635538;2025-02-25;556003;A possibilidade de evoluir com força total;3;693.04;407.98
42.359.687/0001-04;Farias;635538;2025-02-25;731132;O conforto de ganhar com força total;4;544.53;306.6
42.359.687/0001-04;Farias;635538;2025-02-25;580632;A segurança de avançar de maneira eficaz;1;487.23;45.46
